timestamp,node_id,pid,name,cpu,memory,threads,status
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.7,0.4,5,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,33672,python.exe,76.6,0.4,5,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,31040,Code.exe,13.2,5.3,28,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,4,System,9.8,0.0,483,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,8.5,0.5,60,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,8.1,0.1,19,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,10308,CrossDeviceService.exe,5.1,0.6,151,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,4.5,0.1,11,running
2026-05-29T12:38:43.089858+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,4.1,1.2,65,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1340.8,0.0,48,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.1,0.4,5,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.8,0.4,5,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,4,System,10.5,0.0,483,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,31040,Code.exe,8.6,5.3,28,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,8.0,0.5,60,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,6.4,0.1,19,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,5.2,0.1,11,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,4.2,1.2,65,running
2026-05-29T12:38:48.005806+00:00,LAPTOP-RSR05V3M,5504,RtkBtManServ.exe,3.9,0.0,9,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1363.4,0.0,48,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.0,0.4,5,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.4,0.4,5,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,4,System,8.9,0.0,483,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,7.1,0.1,19,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,6.6,0.5,60,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,5.3,0.1,11,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,5.1,1.2,65,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,31040,Code.exe,4.6,5.3,28,running
2026-05-29T12:38:56.300067+00:00,LAPTOP-RSR05V3M,5504,RtkBtManServ.exe,4.1,0.0,9,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1354.2,0.0,48,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.0,0.4,5,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,39472,python.exe,76.6,0.4,5,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,4,System,10.8,0.0,483,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,7.4,0.1,19,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,7.0,0.5,60,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,31040,Code.exe,5.4,5.3,28,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,5.3,1.2,65,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,4.7,0.1,11,running
2026-05-29T12:39:01.221475+00:00,LAPTOP-RSR05V3M,5504,RtkBtManServ.exe,4.5,0.0,9,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,0,System Idle Process,1323.2,0.0,48,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,39472,python.exe,77.2,0.4,5,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,33672,python.exe,77.0,0.4,5,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,4,System,13.1,0.0,483,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,31040,Code.exe,12.6,5.3,28,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,11016,gamingservices.exe,7.6,0.2,20,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,26688,dwm.exe,7.2,0.5,60,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,24116,svchost.exe,6.5,0.1,19,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,5640,MsMpEng.exe,5.5,1.2,65,running
2026-05-29T12:39:09.540780+00:00,LAPTOP-RSR05V3M,6436,svchost.exe,5.1,0.1,11,running
